,index,content,type,label
10667,14198,"<p>计算$$\left( -15 \right)-20$$的结果等于（ &nbsp; ）．</p>
解析：
<p>$$\left( -15 \right)-20=-35$$．</p>
<p>故选：$$\text{B}$$．</p>",普通题,有理数减法运算
10668,52226,"<p>解不等式组：$$\begin{cases}2x+3&gt;3\left( x-1 \right) \\ 1\leqslant \dfrac{x+1}{3} \\ \end{cases}$$．</p>
解析：
<p>解不等式组$$\begin{cases}2x+3&gt;3\left( x-1 \right)① \\ 1\leqslant \dfrac{x+1}{3}② \\ \end{cases}$$，</p>
<p>解不等式①得，$$2x+3&gt;3x-3$$</p>
<p>$$~~~~~~~~~~~~~~~~~~~~2x-3x&gt;-3-3$$</p>
<p>$$~~~~~~~~~~~~~~~~~~~~~~~~~~-x&gt;-6$$</p>
<p>$$~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~x&lt;{}6$$，</p>
<p>解不等式②得，$$3\leqslant x+1$$</p>
<p>$$~~~~~~~~~~~~~~~~~-x\leqslant 1-3$$</p>
<p>$$~~~~~~~~~~~~~~~~~-x\leqslant -2$$</p>
<p>$$~~~~~~~~~~~~~~~~~~~~~~x\geqslant 2$$，</p>
<p>&there4;原不等式组的解集为$$2\leqslant x&lt;{}6$$．</p>",普通题,解一元一次不等式组
10669,43715,"<p>通过计算，说明一次函数$$y=kx+3-3k\left( k\ne 0 \right)$$的图象一定过点$$C$$．</p>
解析：
<p>当$$x=3$$时，$$y=3k+3-3k=3$$，</p>
<p>$$\therefore $$一次函数$$y=kx+3-3k\left( k\ne 0 \right)$$的图象一定过点$$C$$．</p>",普通题,一次函数与一元一次方程
10670,15022,"<p>求该商店去年“十一黄金周”这七天的总营业额．</p>
解析：
<p>解：$$450+450\times 12\%=504$$(万元)．</p>
<p>答：该商店去年“十一黄金周”这七天的总营业额为$$504$$万元．</p>",普通题,一元二次方程的增长率问题
10671,47194,"<p>若整式$${{x}^{2}}+9-px$$是完全平方式，则实数$$p$$的值为（ &nbsp; ）．</p>
解析：
<p>由完全平方式的形式$${{(a\pm b)}^{2}}={{a}^{2}}\pm 2ab+{{b}^{2}}$$可得：$$-px=\pm 2\cdot x\cdot 3$$，</p>
<p>解得$$p=\pm 6$$．</p>
<p>故选：$$\text{C}$$．</p>",普通题,利用完全平方式求参数的值
10672,50984,"<p>一个几何体的三视图如图所示，求这个几何体的侧面积．</p>
<p style=""text-align: right;""><img alt="""" data=""https://taltools.speiyou.com"" height=""210"" src=""https://taltools.speiyou.com"" width=""163"" /></p>
解析：
<p>根据三视图可知这个几何体是圆柱，</p>
<p>∵圆柱的直径为$$2$$，高为$$3$$，</p>
<p>&there4;侧面积为$$2\times \frac{1}{2}\times 2\pi \times 3=6\pi $$，</p>
<p>答：这个几何体的侧面积是$$6\pi $$．</p>
",普通题,三视图的计数
10673,44506,"<p>$$a+3-\frac{4}{a-3}$$．</p>
解析：
<p>原式$$=\frac{(a+3)(a-3)}{a-3}-\frac{4}{a-3}$$</p>
<p>$$=\frac{({{a}^{2}}-9)-4}{a-3}$$</p>
<p>$$=\frac{{{a}^{2}}-13}{a-3}$$．</p>
<p>故答案为：$$\frac{{{a}^{2}}-13}{a-3}$$．</p>
",普通题,有理数加减混合运算
10674,13525,"<p>小明准备利用所学的知识测量旗杆$$AB$$的高度，他设计了如下的测量方案：选取一个合适观测点，在地面$$C$$处垂直地面竖立高度为$$2$$米的标杆$$CD$$，小明调整自己的位置到$$F$$处，使得视线与$$D$$、$$B$$在同一直线上，此时测得$$CF=1$$米，然后小明沿着$$FC$$方向前进$$11$$米到$$G$$处，利用随身携带的等腰直角三角形测得$$B$$点的仰角为$$45{}^\circ $$，已知小明眼睛到地面距离为$$1.5$$米（$$EF=GH=1.5$$米），请你根据题中所给的数据计算旗杆的高度．</p>
<p style=""text-align:right""><img alt="""" data=""https://taltools.speiyou.com"" height=""158"" src=""https://taltools.speiyou.com"" width=""240"" /></p>
解析：
<p>如图，过点$$E$$作$$EM\bot AB$$，垂足为$$M$$，交$$CD$$于点$$N$$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""161"" src=""https://taltools.speiyou.com"" width=""244"" /></p>
<p>由题知$$\triangle EDN\sim \triangle EBM$$，</p>
<p>&there4;$$\frac{DN}{BM}=\frac{EN}{EM}$$，</p>
<p>设$$BM=x$$，则$$HM=x$$，</p>
<p>&there4;$$EM=x+11$$，</p>
<p>&there4;$$\frac{0.5}{x}=\frac{1}{x+11}$$，解得$$x=11$$，</p>
<p>&there4;$$AB=BM+AM=11+1.5=12.5$$（米）．</p>",普通题,相似三角形与实际问题
10675,39907,"<p>两根细木条，一根长$$80$$厘米，另一根长$$130$$厘米，将它们其中的一端重合，放在同一条直线上，此时两根细木条的中点间的距离是&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>解：①如果将两根细木条重叠摆放，则$$130\div 2-80\div 2=25cm$$； </p>
<p>②如果将两根细木条相接摆放，则$$130\div 2+80\div 2=105cm$$． </p>
<p>考点：有理数的混合运算．</p>",普通题,有理数四则混合运算
10676,3100,"<p>如图，在平行四边形$$ABCD$$中，以$$AB$$中点$$E$$为圆心，$$EA$$为半径画弧交$$CD$$于点$$F$$，点$$F$$恰好为$$CD$$中点，若$$\angle B=60{}^\circ $$，$$BC=6$$，则图中阴影部分的面积为&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
<p style=""text-align: right;""><img alt="""" data=""https://taltools.speiyou.com"" height=""88"" src=""https://taltools.speiyou.com"" width=""158"" /></p>
解析：
<p>连接$$EF$$、$$EC$$，$$AF$$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""91"" src=""https://taltools.speiyou.com"" width=""162"" /></p>
<p>∵在平行四边形$$ABCD$$中，以$$AB$$中点$$E$$为圆心，$$EA$$为半径画弧交$$CD$$于点$$F$$，点$$F$$恰好为$$CD$$中点，</p>
<p>&there4;$$CF//BE$$，$$CF=BE$$，$$EB=EF$$，</p>
<p>&there4;四边形$$EBCF$$是菱形，</p>
<p>&there4;$$EF//BC$$，</p>
<p>&there4;$$\angle B=\angle FEA$$，</p>
<p>∵$$\angle B=60{}^\circ $$，</p>
<p>&there4;$$\angle FEA=60{}^\circ $$，</p>
<p>∵$$EF=EA$$，$$EA=CF$$，$$EA//CF$$，</p>
<p>&there4;四边形$$EAFC$$是菱形，</p>
<p>∵$$BC=6$$，</p>
<p>&there4;$$EA=EF=CF=6$$，</p>
<p>&there4;图中阴影部分的面积为：</p>
<p>$$\frac{60\times &nbsp;\pi \times {{6}^{2}}}{360}+\frac{6\times 6\times \sin 60{}^\circ }{2}-\frac{6\times 6\times \sin 60{}^\circ }{2}=6 \pi $$，</p>
<p>故答案为：$$6 \pi $$．</p>",普通题,与圆有关的不规则图形的周长与面积计算
10677,52478,"<p>已知$$a$$为任意整数，且$${{(a+13)}^{2}}-{{a}^{2}}$$的值总可以被$$n$$（$$n$$为自然数，且$$n\ne 1$$）整除，则$$n$$的值为（&nbsp; &nbsp; &nbsp; &nbsp;）．</p>
解析：
<p>∵$${{(a+13)}^{2}}-{{a}^{2}}=(a+13+a)(a+13-a)=13(2a+13)$$，</p>
<p>&there4;$$n$$的值为$$13$$的倍数．</p>",普通题,利用平方差公式因式分解
10678,39982,"<p>已知$$\triangle ABC$$的周长为$$16$$，面积为$$20$$，其内角平分线交于点$$O$$，则点$$O$$到边$$BC$$的距离为&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>设$$O$$到$$BC$$的距离为$$x$$，则$$\frac{1}{2}\times x\times 16=20$$，$$x=\frac{5}{2}$$．</p>",普通题,角分线性质定理
10679,12374,"<p>下列说法正确的是（&nbsp; ）．</p>
解析：
<p>$$-1$$前面加上&ldquo;$$-$$&rdquo;号得到$$1$$，这个数是正数，$$0$$前面加上负号仍然是$$0$$，既不是正数也不是负数，$$\text{A}$$错误；</p>
<p>非负数包括$$0$$和正数，$$\text{B}$$错误；</p>
<p>$$0$$、正有理数、负有理数统称为有理数，$$\text{C}$$错误；</p>
<p>$$0$$既不是正数也不是负数，$$\text{D}$$正确．</p>",普通题,有理数的分类
10680,7398,"<p>求抛物线$${{C}_{1}}$$的解析式．</p>
解析：
<p>设$${{C}_{1}}$$：$$y=a{{x}^{2}}-1$$，</p>
<p>代入$$A(-1,1)$$，</p>
<p>$$a-1=1$$，$$a=2$$，</p>
<p>$${{C}_{1}}$$：$$y=2{{x}^{2}}-1$$．</p>",普通题,二次函数一般式
10681,32895,"<p>先化简，再求值：$${{\left( \frac{a+b}{a-b} \right)}^{2}}\cdot \frac{2a-2b}{3a+3b}-\frac{4{{a}^{2}}}{{{a}^{2}}-{{b}^{2}}}\div \frac{3a}{b}$$，其中$$a=\sqrt 3$$，$$b=\sqrt 2$$．</p>
解析：
<p>原式$$=\frac{2(a+b)}{3(a-b)}-\frac{4ab}{3(a+b)(a-b)}$$</p>
<p>$$=\frac{2{{(a+b)}^{2}}-4ab}{3(a+b)(a-b)}$$</p>
<p>$$=\frac{2({{a}^{2}}+{{b}^{2}})}{3(a+b)(a-b)}$$ ，</p>
<p>当$$a=\sqrt 3$$，$$b=\sqrt 2$$时，</p>
<p>原式$$=\frac{2(3+2)}{3(\sqrt{3}+\sqrt{2})(\sqrt{3}-\sqrt{2})}=\frac{10}{3}$$ ．</p>",普通题,整式乘除化简求值-直接代入化简求值
10682,47970,"<p>$$\triangle {{A}_{1}}{{B}_{1}}{{C}_{1}}$$三个顶点的坐标．</p>
解析：
<p>如图，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""232"" src=""https://taltools.speiyou.com"" width=""229""></p>
<p>$${{A}_{1}}\left( -3,4 \right)$$，$${{B}_{1}}\left( -1,2 \right)$$，$${{C}_{1}}\left( -5,1 \right)$$．</p>",普通题,坐标系中的对称-图形的对称
10683,44512,"<p>已知$$a+b=3$$，$${{a}^{2}}+{{b}^{2}}=5$$，求$$ab$$的值．</p>
解析：
<p>∵$$a+b=3$$，$${{a}^{2}}+{{b}^{2}}=5$$，</p>
<p>&there4;$$ab=\frac{1}{2}[{{(a+b)}^{2}}-({{a}^{2}}+{{b}^{2}})]$$</p>
<p>$$=\frac{1}{2}({{3}^{2}}-5)$$</p>
<p>$$=2$$．</p>",普通题,完全平方公式的计算-不含分式
10684,3005,"油田某中学利用假期对油田周边四个农贸市场某月份每天的青菜价格进行调查，他们计算出了青菜价格的平均值和方差如表：<table border=""1"" style=""width:570px;border-width:0px 0px 0px 0px;border-style:solid;border-color:black;border-collapse: collapse;""><tr  height=""22px""><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">农贸市场</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">胜利市场</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">百姓量贩</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">茂名路市场</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">庆西市场</p></td></tr><tr  height=""22px""><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">青菜平均价格（元/斤）</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">1.2</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">1.3</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">1.2</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">1.2</p></td></tr><tr  height=""22px""><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">方差<i style=""font-family: Times New Roman;"">S</i><sup >2</sup></p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">7.5</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">4.0</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">1.5</p></td><td style=""width:114px;vertical-align:center;border-width:1px 1px 1px 1px;border-style:solid solid solid solid;border-color:black;""><p style=""text-align: center;"">3.1</p></td></tr></table><br/>那么该月份青菜价格最稳定的市场是（　　）<table border=""1"" name=""optionsTable"" style=""width:100%;table-layout:fixed;"" cols=""4""></table>
解析：
<br/>【分析】<br/>根据方差的定义，方差越小数据越稳定即可求解．<br/>【详解】<br/>解：∵1.5＜3.1＜4.0＜7.5，<br/>∴茂名路市场的方差最小，<br/>∴该月份青菜价格最稳定的市场是茂名路市场；<br/>故选：C．<br/>【点睛】<br/>本题考查了利用方差进行判断，方差反映了一组数据的波动大小，方差越大，波动性越大，反之也成立．",普通题,方差
10685,54963,"<p>解方程：$${{x}^{2}}-4x+1=0$$．</p>
解析：
<p>解∵$${{x}^{2}}-4x+1=0$$，</p>
<p>&there4;$${{x}^{2}}-4x+4=3$$，</p>
<p>&there4;$${{(x-2)}^{2}}=3$$，</p>
<p>&there4;$$x=2\pm \sqrt{3}$$．</p>",普通题,配方法求一元二次方程的根
10686,10280,"<p>如下图，七个正方形如此排列，相邻两个正方形都有公共顶点．数字和字母代表各自正方形面积．则$${{S}_{1}}+{{S}_{2}}+{{S}_{3}}+{{S}_{4}}=$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
<p style=""text-align:right""><img alt="""" data=""https://taltools.speiyou.com"" height=""96"" src=""https://taltools.speiyou.com"" width=""344"" /></p>
解析：
<p>$$\because $$四边形$$A$$、$$B$$是正方形，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""124"" src=""https://taltools.speiyou.com"" width=""520"" /></p>
<p>$$\therefore EG=GM$$，$$\angle EGM=\angle EFG=\angle GHM=90{}^\circ $$，</p>
<p>$$\therefore \angle EGF+\angle GEF=90{}^\circ $$，$$\angle EGF+\angle MGH=90{}^\circ $$，</p>
<p>$$\therefore \angle GEF=\angle MGH$$，</p>
<p>在$${\triangle }EFG$$和$${\triangle }GHM$$中，</p>
<p>$$\begin{cases}\angle EFG=\angle GHM \\ \angle GEF=\angle MGH \\ EG=GH \\\end{cases}$$</p>
<p>$$\therefore {\triangle }EFG$$≌$${\triangle }GHM\left( \text{AAS} \right)$$，</p>
<p>$$\therefore GF=MH$$，</p>
<p>$$\because E{{G}^{2}}=E{{F}^{2}}+G{{F}^{2}}$$，</p>
<p>$$\therefore E{{G}^{2}}=E{{F}^{2}}+M{{H}^{2}}=1+2=3$$，</p>
<p>即正方形$$A$$和$$B$$的和是$$1$$，</p>
<p>同理，正方形$$C$$和$$D$$的面积和是$$3$$，</p>
<p>$$\therefore $$正方形$$A$$、$$B$$、$$C$$、$$D$$的面积是$$4$$.</p>
<p>故答案为$$4$$.</p>",普通题,勾股定理与实际问题
10687,9832,"<p>$$a\cdot {{a}^{2}}\cdot {{a}^{3}}+{{(-2{{a}^{3}})}^{2}}-{{a}^{8}}\div {{a}^{2}}$$．</p>
解析：
<p>$$a\cdot {{a}^{2}}\cdot {{a}^{3}}+{{(-2{{a}^{3}})}^{2}}-{{a}^{8}}\div {{a}^{2}}$$</p>
<p>$$={{a}^{6}}+4{{a}^{6}}-{{a}^{6}}$$</p>
<p>$$=4{{a}^{6}}$$．</p>
",普通题,整式乘除的综合
10688,43978,"已知<i style=""font-family: Times New Roman;"">a</i>＜<i style=""font-family: Times New Roman;"">b</i>，下列式子不成立的是（　　）<table border=""1"" name=""optionsTable"" style=""width:100%;table-layout:fixed;"" cols=""2""></table>
解析：
<br/>【分析】<br/>利用不等式的性质知：不等式两边同时乘以一个正数不等号方向不变，同乘以或除以一个负数不等号方向改变．<br/>【详解】<br/>解：$$A$$、不等式两边同时加上1，不等号方向不变，故本选项正确，不符合题意；<br/>$$B$$、不等式两边同时乘以3，不等号方向不变，故本选项正确，不符合题意；<br/>$$C$$、不等式两边同时乘以$$-2$$，不等号方向改变，故本选项正确，不符合题意；<br/>$$D$$、不等式两边同时除以负数$$c$$，不等号方向改变，故本选项错误，符合题意．<br/>故选：D．<br/>【点睛】<br/>本题考查了不等式的性质，解题的关键是牢记不等式的性质，特别是在不等式的两边同时乘以或除以一个负数时，不等号方向改变．",普通题,不等式的性质
10689,6203,"<p>在$$\triangle ABC$$中，$$\sqrt{\sin A-0.5}+\left| \tan B-\sqrt{3} \right|=0$$，则$$\triangle ABC$$是&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;三角形．</p>
解析：
<p>∵$$\sqrt{\sin A-0.5}+|\tan B-\sqrt{3}|=0$$，</p>
<p>&there4;$$\sqrt{\sin A-0.5}=0$$，$$|\tan B-\sqrt{3}|=0$$，</p>
<p>&there4;$$\sin A-0.5=0$$，$$\tan B-\sqrt{3}=0$$，</p>
<p>&there4;$$\sin A=0.5$$，$$\tan B=\sqrt{3}$$，</p>
<p>&there4;$$\angle A=30{}^\circ $$，$$\angle B=60{}^\circ $$，</p>
<p>&there4;$$\angle A+\angle B=90{}^\circ $$，</p>
<p>&there4;$$\angle C=90{}^\circ $$，</p>
<p>&there4;$$\triangle ABC$$是直角三角形．</p>
<p>故答案为：直角．</p>",普通题,探究一般角的三角函数的值
10690,32550,"<p>抛物线$$y=a{{x}^{2}}+bx+c$$的图象如图所示，则$${{b}^{2}}-4ac$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;$$0$$（填&ldquo;$$&lt;{}$$&rdquo;，&ldquo;$$&gt;$$&rdquo;或&ldquo;$$=$$&rdquo;号）．</p>
<p style=""text-align:right""><img alt="""" data=""https://taltools.speiyou.com"" height=""143"" src=""https://taltools.speiyou.com"" width=""158"" /></p>
解析：
<p>抛物线与$$x$$轴有$$2$$个交点，</p>
<p>所以$$\Delta ={{b}^{2}}-4ac&gt;0$$．</p>
<p>故答案是：$$&gt;$$．</p>",普通题,二次函数与坐标轴交点
10691,14632,"<p>若小津同学同时转动$$A$$盘和$$B$$盘，请通过列表或者树状图的方式，求出她赢得游戏的概率．</p>
解析：
<p>∵ $$B$$盘中蓝色扇形区域所占的圆角是$$120^{\circ}$$，</p>
<p>&there4;蓝色区域占整体的$$\frac{120{}^\circ }{360{}^\circ }=\frac{1}{3}$$，</p>
<p>&there4;红色区域占整体的$$\frac{2}{3}$$，</p>
<p>根据题意列表如下：</p>
<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:100%"">
	<tbody>
		<tr>
			<td style=""text-align:center"">&nbsp;</td>
			<td style=""text-align:center"">红</td>
			<td style=""text-align:center"">红</td>
			<td style=""text-align:center"">蓝</td>
		</tr>
		<tr>
			<td style=""text-align:center"">红</td>
			<td style=""text-align:center"">（红，红）</td>
			<td style=""text-align:center"">（红，红）</td>
			<td style=""text-align:center"">（红，蓝）</td>
		</tr>
		<tr>
			<td style=""text-align:center"">黄</td>
			<td style=""text-align:center"">（黄，红）</td>
			<td style=""text-align:center"">（黄，红）</td>
			<td style=""text-align:center"">（黄，蓝）</td>
		</tr>
		<tr>
			<td style=""text-align:center"">蓝</td>
			<td style=""text-align:center"">（蓝，红）</td>
			<td style=""text-align:center"">（蓝，红）</td>
			<td style=""text-align:center"">（蓝，蓝）</td>
		</tr>
	</tbody>
</table>
<p>由表可知，共有$$9$$种等可能结果，其中她赢得游戏的有$$3$$种等可能结果，</p>
<p>则她赢得游戏的概率是$$\frac{3}{9}=\frac{1}{3}$$．</p>",普通题,列表法
10692,55717,"<p>在（$$2$$）条件下，当$$m=-\frac{3}{2}$$时，在$$y$$轴上有一点$$P$$，使得$$\triangle BMP$$的面积与$$\triangle ABM$$的面积相等，请求出点$$P$$的坐标．</p>
解析：
<p>设$$BM$$交$$y$$轴于点$$C$$，如图$$2$$所示∶</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""198"" src=""https://taltools.speiyou.com"" width=""195"" /></p>
<p>设$$P\left( 0,n \right)$$，</p>
<p>当$$m=-\frac{3}{2}$$时，$$M\left( -2,-\frac{3}{2} \right)$$，$${{S}_{\triangle ABM}}=-2m=3$$，</p>
<p>∵在$$y$$轴上有一点$$P$$，使得$$\triangle BMP$$的面积$$=\triangle ABM$$的面积相等$$=3$$，</p>
<p>∵$$\triangle BMP$$的面积$$=\triangle MPC$$的面积$$+\triangle BPC$$的面积$$=\frac{1}{2}PC\times 2+\frac{1}{2}PC\times 3=3$$，</p>
<p>解得：$$PC=\frac{6}{5}$$，</p>
<p>设直线$$BM$$的解析式为$$y=kx+d$$，</p>
<p>把点$$M\left( -2,-\frac{3}{2} \right)$$，$$B\left( 3,0 \right)$$代入得：$$\begin{cases}3k+d=0 \\ -2k+d=-\frac{3}{2} \\ \end{cases}$$，</p>
<p>解得：$$\begin{cases}k=\dfrac{3}{10} \\ d=-\dfrac{9}{10} \\ \end{cases}$$，</p>
<p>&there4;直线$$BM$$的解析式为$$y=\frac{3}{10}x-\frac{9}{10}$$，</p>
<p>当$$x=0$$时，$$y=-\frac{9}{10}$$，</p>
<p>&there4;$$C\left( 0,-\frac{9}{10} \right)$$，$$OC=\frac{9}{10}$$，</p>
<p>当点$$P$$在点$$C$$的下方时，$$P\left( 0,-\frac{6}{5}-\frac{9}{10} \right)$$，即$$P\left( 0,-\frac{21}{10} \right)$$；</p>
<p>当点$$P$$在点$$C$$的上方时，$$P\left( 0,\frac{6}{5}-\frac{9}{10} \right)$$，即$$P\left( 0,\frac{3}{10} \right)$$；</p>
<p>综上所述，符合条件的点$$P$$坐标是$$\left( 0,-\frac{21}{10} \right)$$或$${{P}^{\prime }}\left( 0,\frac{3}{10} \right)$$．</p>
<p>若在第三象限内有一点$$M\left( -2,m \right)$$，请用含$$m$$的式子表示$$\triangle ABM$$的面积．</p>
解析：
<p>如图$$1$$所示，过$$M$$作$$CE\bot x$$轴于$$E$$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""154"" src=""https://taltools.speiyou.com"" width=""185"" /></p>
<p>∵$$A\left( -1,0 \right)$$，$$B\left( 3,0 \right)$$，</p>
<p>&there4;$$OA=1$$，$$OB=3$$，</p>
<p>&there4;$$AB=4$$，</p>
<p>∵在第三象限内有一点$$M\left( -2,m \right)$$，</p>
<p>&there4;$$ME=\left| m \right|=-m$$，</p>
<p>&there4;$${{S}_{\triangle ABM}}=\frac{1}{2}AB\times ME=\frac{1}{2}\times 4\times \left( -m \right)=-2m$$．</p>
<p>求点$$A$$和点$$B$$的坐标．</p>
解析：
<p>∵$$|a+1|+\sqrt{b-3}=0$$，</p>
<p>&there4;$$a+1=0$$，$$b-3=0$$，</p>
<p>&there4;$$a=-1$$，$$b=3$$；</p>
<p>&there4;$$A\left( -1,0 \right)$$，$$B\left( 3,0 \right)$$．</p>",复合题,绝对值的非负性
10693,26938,"<p>一辆装满货物，宽为$$2.4\text{m}$$的卡车，欲安全通过如图所示的隧道，则卡车装满货物后的高度必须低于&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;$$\text{m}$$．</p>
<p style=""text-align:right""><img alt="""" data=""https://taltools.speiyou.com"" height=""179"" src=""https://taltools.speiyou.com"" width=""178"" /></p>
解析：
<p>∵车宽$$2.4$$米，</p>
<p>&there4;欲通过如图的隧道，只要比较距厂门中线$$1.2$$米处的高度与车高．</p>
<p>在$$\text{Rt}\triangle OCD$$ 中，由勾股定理可得：</p>
<p>$$CD=\sqrt{O{{C}^{2}}-O{{D}^{2}}}=\sqrt{{{2}^{2}}-{{1.2}^{2}}}=1.6(\text{m})$$ ，</p>
<p>$$CH=CD+DH=1.6+2.5=4.1$$米，</p>
<p>&there4;卡车的外形高必须低于$$4.1$$米．</p>",普通题,勾股定理与实际问题
10694,15268,"<p>若$${{S}_{\triangle ABC}}=6$$，求点$$C$$的坐标．</p>
解析：
<p>∵$${{S}_{\triangle ABC}}=6$$，</p>
<p>∴ $$\frac{1}{2}OA\cdot BC=6$$，</p>
<p>即$$\frac{1}{2}\times 3BC=6$$，</p>
<p>∴$$BC=4$$，</p>
<p>又∵点$$B$$的坐标为$$\left( 0,4 \right)$$，</p>
<p>∴点$$C$$的坐标为$$\left( 0,8 \right)$$或$$\left( 0,0 \right)$$．</p>",普通题,坐标与距离
10695,54384,"<p>列代数式表示&ldquo;$$x$$的$$3$$倍与$$y$$的一半的差&rdquo;为&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>$$x$$的$$3$$倍为$$3x$$，</p>
<p>$$3x$$与$$y$$的一半的差为$$3x-y$$．</p>
<p>故答案为$$3x-y$$．</p>",普通题,列代数式
10696,18406,"<p>求$$M$$点的坐标．</p>

解析：
<p>由$$M(3\left| a \right|-9$$，$$4-2a)$$在$$y$$轴的负半轴上，得</p>
<p>$$\begin{cases}3\left| a \right|-9=0 \\ 4-2a &lt; 0 \\\end{cases}$$，</p>
<p>解得$$a=3$$，</p>
<p>故$$M$$点的坐标$$(0$$，$$-2)$$．</p>",普通题,象限内坐标的特征
10697,46722,"<p>如图，矩形$$ABCD$$中，$$O$$是两对角线交点，$$AE\bot BD$$于点$$E$$．若$$OE:OD=1:2$$，$$AE=3\text{cm}$$，则$$BE=$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;$$\text{cm}$$．</p>
<p style=""text-align:right""><img alt="""" data=""https://taltools.speiyou.com"" height=""105"" src=""https://taltools.speiyou.com"" width=""144"" /></p>
解析：
<p>∵四边形$$ABCD$$是矩形，</p>
<p>&there4;$$AO=CO$$，$$BO=DO$$，$$AC=BD$$，</p>
<p>&there4;$$AO=BO$$，</p>
<p>∵$$OE:OD=1:2$$，</p>
<p>&there4;$$OE= \frac{1}{2}OB$$，</p>
<p>&there4;$$BE=OE$$，</p>
<p>又∵$$AE\bot BD$$，</p>
<p>&there4;$$AO=AB$$，</p>
<p>&there4;$$AO=AB=BO$$，</p>
<p>&there4;$$\triangle ABO$$是等边三角形，</p>
<p>&there4;$$\angle ABO=60{}^\circ $$，</p>
<p>&there4;$$\angle BAE=30{}^\circ $$，</p>
<p>&there4;$$AE= \sqrt{3}BE=3\text{cm}$$，</p>
<p>&there4;$$BE= \sqrt{3}\text{cm}$$，</p>
<p>故答案为：$$\sqrt{3}$$．</p>",普通题,矩形的性质
